,formatted_address,international_phone_number,name,place_id,rating,reviews,types,user_ratings_total,price_level
0,"Rte des Jeunes 4 A, 1227 Genève, Switzerland",+41 22 552 02 81,HDiner Genève,ChIJ8-sl3q97jEcRnwC6m4HV9rw,4.3,"[{'author_name': 'Gabriel Thullen', 'author_url': 'https://www.google.com/maps/contrib/105502895651144194607/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrEsMC-VtV1lRvCGo92fJuLdbNxpt2KwhvuSVP0=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'This is probably one of the greatest ""American"" style diner in Geneva - located in the Harley Davidson building, easy to find!', 'time': 1655376725}, {'author_name': 'Tudor Leriu', 'author_url': 'https://www.google.com/maps/contrib/115854657200841410225/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoqGKe_tUiisCRceqyXSLjfRGWTkrS0pHUSFKZR8w=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 3, 'relative_time_description': '4 months ago', 'text': 'It was honestly just ok. The nachos only had cheese on top and barely any dip for the rest which was most of them. The hot dog was decadent but not particularly tasty and I would say the same about the mac and cheese. The service was good though a bit slow but I understand since they were full when we visited.', 'time': 1648851471}, {'author_name': 'Alexandre Simoes', 'author_url': 'https://www.google.com/maps/contrib/103121319879504823669/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqMKEjx6b5G6c97gcV2mLDtVwSc-aYB9155G18gbA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '6 months ago', 'text': 'Great burgers and ambiance!\nDirectly connects to their bar where they regularly have live shows.\nHighly recommended 😉', 'time': 1643530192}, {'author_name': 'Alicia Ulbrich', 'author_url': 'https://www.google.com/maps/contrib/110370033852853824461/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqaSFEdAtViKtc7m0DqA5FlbUzEt_cWRz1_h8Obh9I=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '7 months ago', 'text': 'Really nice American themed diner! The decorations is amazing! On the top floor you have the diner and the bar and on the other two floors there is a really cool collection of Harley Davidson motorcycles! The scenery is incredible, the whole building has been built to match the Harley Davidson theme: if you look from the outside the windows even make the shape of a typical Harley Davidson motorcycle handle!\nConcerning the food it is great quality, traditional American food. The price is a bit high but I mean for this experience it is definitely worth it!!!\nTo get there the public transport is probably best as there is not a designated parking place. If you need somewhere to park you can otherwise go to the Aligro parking which is quite close.\nTo sum up if you are an American food fan this is a must visit!', 'time': 1642691798}, {'author_name': 'Shaje Ganny', 'author_url': 'https://www.google.com/maps/contrib/115165105737257156817/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoDShp0mtDGGDq01pWCnOFE8d8QCnEcAqhVh5xMHA=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': '9 months ago', 'text': ""They've doneup the place nice even if a bit kithcy, but I'm afraid the food there is really subpar. If you are familiar with good American diner food, then going there will only be a dissapointment. If you are not looking for a proper American burger, then you might enjoy. I'm not likely to ever go there agian."", 'time': 1637577338}]","['restaurant', 'food', 'point_of_interest', 'establishment']",194.0,
0,"4 bis, Rte des Jeunes 1227, 1227 Genève, Switzerland",+41 77 430 75 38,Thaï Food Truck de Som - Plats Thaïlandais typiques et savoureux à l'emporter et service traiteur,ChIJ2_3ix-R7jEcRllYO6UPkJKA,5.0,"[{'author_name': 'Miguel Costa', 'author_url': 'https://www.google.com/maps/contrib/115753697026182644800/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm3F_0ntKphuLbviHkuUJG3fo5AM9hBp6UGLzL2=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'Perfect !!\nOne of the best restaurants I have eaten at.\nIn addition, welcoming and warm service :)', 'time': 1659698028}, {'author_name': 'Serdar Keskin', 'author_url': 'https://www.google.com/maps/contrib/114405659746373103006/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlZqM11D6bm576OaPAdlBz2fZmSEO8ecSMwolfN=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Very good Thai dishes, pleasant owner and above all not expensive. Surely the best Thai in Geneva!\nI recommend 😊👍', 'time': 1646747056}]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,
0,"Quai des Arénières 14, 1205 Genève, Switzerland",,Cafe-restaurant Au fil de l'arve,ChIJcab-icVljEcRsS43zEsbtIs,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,
0,"Rue des Charmilles 40, 1203 Genève, Switzerland",+41 22 340 59 11,Café de Charmilles,ChIJ17p7fM9kjEcRElELXjC1Djg,4.0,"[{'author_name': 'Sérgio Barros', 'author_url': 'https://www.google.com/maps/contrib/108597784386881561943/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqWm5iyLOyMNWGxNPPwkQeO_JHWU0ckvJYYhEIFeUM=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Tasty food and good servings. Friendly service.', 'time': 1600035540}, {'author_name': 'Zandonaide Silva', 'author_url': 'https://www.google.com/maps/contrib/111963360990711669385/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp_QgEP_nz5OpPDHdaQNS_-sDerMXeH3RY9-t3G25k=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Top', 'time': 1607501777}, {'author_name': 'S C', 'author_url': 'https://www.google.com/maps/contrib/115930618173594069387/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmk9BJfKo6atmJuZyOEvxQsl-NyfZhIlquPX5bex=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '3 years ago', 'text': ""It's acceptable and the pizza tastes great. However, it gives a vibe of a pub rather than a restaurant. Hence, for this reason, I believe the prices are a bit too high. I only recommend visiting for a pizza takeaway because that would be good value and the chef knows how to make it well."", 'time': 1546071205}, {'author_name': 'Simone Rondinelli', 'author_url': 'https://www.google.com/maps/contrib/104875390920916318783/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqFu2H6kuxGFMGjHUnJfMW5y7EA2fL4Md6R2_MRQw=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'They have the real Brazilian açaí! Very tasty!', 'time': 1561293456}, {'author_name': 'Cindy Chungong', 'author_url': 'https://www.google.com/maps/contrib/102913672641632512963/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoBwNmaJYi7zqj9aagdv__7dPni_WjRtg5nQmMX=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'Amazingly quick pizzas and at very reasonable prices.', 'time': 1564617274}]","['restaurant', 'food', 'point_of_interest', 'establishment']",197.0,2.0
0,"Rue des Charmilles 23, 1203 Genève, Switzerland",+41 79 380 18 97,Max Poulet,ChIJP-ye3bRljEcRfOfwzeM3VBA,4.0,"[{'author_name': 'Roman Gordon', 'author_url': 'https://www.google.com/maps/contrib/101663043922982966424/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoFM-0tQJATdtzMU1CUItD91sbigGfAbRJ_su73=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 3, 'relative_time_description': 'a year ago', 'text': 'Usually good but Migros has better options sometimes.', 'time': 1626901675}, {'author_name': 'Frédéric Métraux', 'author_url': 'https://www.google.com/maps/contrib/107419182101524005728/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoCLED4_3d6AOmSkjRinX2QHBqMQf9S18JfomT3ag=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 months ago', 'text': 'Excellent free-range chicken every Friday!', 'time': 1649955841}]","['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,
0,"Av. Wendt 1, 1203 Genève, Switzerland",+41 22 345 01 10,Morena Bar,ChIJfxzL8sVkjEcRyaXFzwY6WTc,4.1,"[{'author_name': 'Julio Pichardo', 'author_url': 'https://www.google.com/maps/contrib/108967706185914017763/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucr6RhMazWcF8P8aMmqTgPbEeiKqn3xkArNJTfVoJ-s=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': ""Very nice place! Our server's name was Valentina and she was amazing for helping us. Her recommendations were always pretty good and the entire staff was always willing to accommodate us!"", 'time': 1590924726}, {'author_name': 'Sondre Østli Rokvam', 'author_url': 'https://www.google.com/maps/contrib/114992547869799754213/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucohdMkLg7vgdL7IDxi4BCiBIKToP1BkezYzh8w=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Very nice place! Friendly and accommodating staff. Best place for light meals so far in Geneve', 'time': 1530619212}, {'author_name': 'Flavio Wuensche', 'author_url': 'https://www.google.com/maps/contrib/117603658037339459713/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpIhWqJfhEiPfpEXnwHmXzuSmVzriTYV-VQzcgrejI=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '5 years ago', 'text': 'Gentle staff. Fair price. Generous tapas. Not usual for Switzerland.', 'time': 1497613413}, {'author_name': 'Rahaman Mahaboobur', 'author_url': 'https://www.google.com/maps/contrib/113684730290834301961/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqm4KOhfUPZnSpIXyWReIwXhRWc_KKNxwPZR-IOUA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 2, 'relative_time_description': '3 years ago', 'text': 'Nice place in geneve.', 'time': 1536131123}, {'author_name': 'Raoul Wymann', 'author_url': 'https://www.google.com/maps/contrib/110055756427593317934/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpCOg9kofAiuATvc8xAeKp9Cew9KTD2EBMTNYXvYA=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Very good Italian food !!', 'time': 1530990750}]","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",168.0,2.0
0,"Rue de Lyon 73, 1203 Genève, Switzerland",+41 22 940 00 94,Silver Kebab SA,ChIJ047wgMVkjEcR5YCKUVjJ-fQ,4.4,"[{'author_name': 'Wine Lash', 'author_url': 'https://www.google.com/maps/contrib/117932141134652701680/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrJXC5y9VXJE3HjPs2S8Uc9p8S_Q5yk3utmTB7q9w=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 2, 'relative_time_description': 'a year ago', 'text': 'would not buy again, was not good enough for me', 'time': 1622451971}, {'author_name': 'Bostjan Skalar', 'author_url': 'https://www.google.com/maps/contrib/117473698782791742588/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoaFHvRhYD3HiBFsVg9WX8SZWV3jyPfFkzoknpOjA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Modest but cute place. Good kebab. Place is open all the time that is not really common in Geneva.', 'time': 1625421822}, {'author_name': 'Paul Demba', 'author_url': 'https://www.google.com/maps/contrib/100382827417744966944/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucq6mi8jQADirkegJJO5FaiHjFBL9qZOzINUYdyBc8U=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Speedy friendly service', 'time': 1622393996}, {'author_name': 'Stephen Farrell', 'author_url': 'https://www.google.com/maps/contrib/103357196603099471040/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqp76ioVPjxZtJfh3G39iWSZX9fGkBtZtX9sIKFlg=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'About the kebabs in geneva and always good service at a reasonable price.', 'time': 1593769970}, {'author_name': 'Esmaeil Nosrst', 'author_url': 'https://www.google.com/maps/contrib/102513450966210514086/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmpnHDIwRlonMYD_a1iWPYWbKW8KHJKvhNlbey2=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Good sandwiches', 'time': 1607111206}]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",104.0,
0,"Rue Liotard 57, 1203 Genève, Switzerland",+41 78 810 02 07,Eat night Genève,ChIJDbJgRK1ljEcRMq3mSkx-tlE,2.9,"[{'author_name': 'Moustapha GOUEM', 'author_url': 'https://www.google.com/maps/contrib/100164551420622456396/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpSmwtBLBhU0UT_9iMzBv9wiImkVQoGxQqbGi-L=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'I highly recommend', 'time': 1655595801}, {'author_name': 'Moustapha Gouem', 'author_url': 'https://www.google.com/maps/contrib/114566206378903356070/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoA1JvxBu-OXc5YCH7rSUi8iEx6upVt9dE7sk7F=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Very good and cheap food', 'time': 1655595882}, {'author_name': 'Nefertiti Nguepi', 'author_url': 'https://www.google.com/maps/contrib/112728186805348173451/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlYegUL5-qwqQrxvqD3ke37RdREnBF33bwxM262=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': 'a month ago', 'text': ""Food ordered and never arrived...don't answer the phone and don't refund! Never order from them"", 'time': 1656286601}, {'author_name': 'David SZ', 'author_url': 'https://www.google.com/maps/contrib/101985190794631196116/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkTMJan6hfzJ93hPRWRDsHR8PMJB0I_UC3MBe9L=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '5 months ago', 'text': 'Small confusion but quick rectification, friendly staff.', 'time': 1646696789}, {'author_name': 'Mila Mili', 'author_url': 'https://www.google.com/maps/contrib/112084577435675218405/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlvCT9gYlmxBqZ0Q1h87lXuieQf3ZhIpFsGjwuk=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '5 months ago', 'text': 'Two hours of delivery order pay and deliver half of anything damage', 'time': 1646442308}]","['restaurant', 'food', 'point_of_interest', 'establishment']",21.0,
0,"Rue Liotard 57, 1203 Genève, Switzerland",+41 76 495 47 55,Ô'Spice,ChIJB5TEf0xljEcRxJLzdoNI1gc,4.6,"[{'author_name': 'Mathias Goza', 'author_url': 'https://www.google.com/maps/contrib/104429662907001951217/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm0H79x4drMwb_CpF_CrUoI47Tkhyht4pc3Hb-e=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a week ago', 'text': 'Excellent !\nWe took four small burgers and they were delicious, the sides too!!', 'time': 1660304479}, {'author_name': 'Manu Tirano', 'author_url': 'https://www.google.com/maps/contrib/117338854546983374642/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpj8W7H3NARn2jYouSovp592fwkFGPHgIHenB5l=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 1, 'relative_time_description': 'a week ago', 'text': 'Tacos not very tasty and low in meat', 'time': 1660243126}, {'author_name': 'Mélanie Thevenet', 'author_url': 'https://www.google.com/maps/contrib/114988157399635244376/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkW0QmdvCsDIrDpj8800kHCcosPvvCAcLJkvI1A=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 months ago', 'text': 'I had the opportunity to taste the beef avocado sandwich, the tenders and the fries. A real marvel! Neither greasy nor dry, super tasty.\nI absolutely recommend!', 'time': 1643731218}, {'author_name': 'Quentin Bertocchi', 'author_url': 'https://www.google.com/maps/contrib/110575178883772417011/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmTDv-LvBISerqOpxPG0hdJuEtxo0ZE9oJ7A2sU=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 months ago', 'text': 'Truly unbelievable!!! I just loved my tacos and their famous fries are really too good, crispy as it should be!!! In short, nothing to complain about 😋', 'time': 1643968529}, {'author_name': 'Emilie Serrano', 'author_url': 'https://www.google.com/maps/contrib/103777938534514120244/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZuco6SxgldDo5X73ikTGgIDcXYvNSnATWPWfLbVp6QA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': ""I discovered this restaurant tonight while ordering from home. I had a chicken, avocado and cream cheese sandwich, nachos, guacamole sauce and fries... I'm delighted to have made this lovely discovery and look forward to eating at their place again!\nIt was really incredibly good and it changes from what you can find in Geneva."", 'time': 1645827687}]","['restaurant', 'food', 'point_of_interest', 'establishment']",17.0,
0,"Pl. du Petit-Saconnex 6, 1209 Genève, Switzerland",+41 22 733 34 17,Café du Soleil,ChIJMwpcEOxkjEcRd_2UofasmUM,4.5,"[{'author_name': 'A R', 'author_url': 'https://www.google.com/maps/contrib/107835877496373631801/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpILj6m1UHdYzOEQt0jTJK0zW7GVTLWp_AApLmgABc=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': 'in the last week', 'text': 'Visited this Cafe on a weekend for dinner and had some amazing food. We ordered beef, fish and steak and everything was fresh and delicious. For dessert we ordered the meringue with ice cream and it was just outstanding! They also have a good wine collection. Highly recommended this place !! A must visit! Their fondue is highly recommend as well, so maybe next time.', 'time': 1660571815}, {'author_name': 'Kaz Nobbe', 'author_url': 'https://www.google.com/maps/contrib/100865487837958229562/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmazRSS9crZCinyfILAm3S7aHP8drupHgh8qeYI=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'in the last week', 'text': ""English language menu was helpful, the staff was even more helpful. Food was good, will visit again.\n\nKept my promise, visited again. Had the chicken skewer, very good.\n\nStaff speaks French and English. Don't be afraid, they are very friendly."", 'time': 1660496542}, {'author_name': 'Boryana Georgieva', 'author_url': 'https://www.google.com/maps/contrib/103233115127532165377/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpFsju-Lz94Z6GzGz8LvGWDFMy7vbrLh2ZKNnKPVw=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Great fondue, great service and amazing atmosphere. It is one of the most iconic places in Geneva and if you want to eat fondue or dessert for that matter, it is the best place to go. The prices are very affordable. We went there twice. They also have gluten free bread which was nice.', 'time': 1654983526}, {'author_name': 'Brandon Lum', 'author_url': 'https://www.google.com/maps/contrib/109071016463393033135/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpCWQnJYvNzwNYcpGZkTCFDe1f-Od6eY_Z0DuUZTSQ=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Great food and alcohol choices! The fondue was really delicious.\n\nWaiter was also kind to recommend the dishes to try and the right portion sizes!\n\nWould recommend anyone visiting Geneva to drop by - reservations recommended!', 'time': 1658384526}, {'author_name': 'Issa Herrera', 'author_url': 'https://www.google.com/maps/contrib/103599432502026260436/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoRlmLszZX5yPUSB_vrXsbsgJ1ZxmX80pq3a-fa=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Tried this restaurant back in 2017 during a trip to Geneva and always wanted to come back. Delicious little place, with typical Swiss food. Love!', 'time': 1651437148}]","['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",1891.0,2.0
0,"Pl. du Petit-Saconnex 4, 1209 Genève, Switzerland",+41 22 734 43 98,Café du Commerce,ChIJjYSJEOxkjEcROS7epWf5YnE,4.2,"[{'author_name': 'Cris Sharp', 'author_url': 'https://www.google.com/maps/contrib/118050730919710882632/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpAog3nZJjichpyzaPqfRdj4DujiwrNga3V-iVJGA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '9 months ago', 'text': 'Lovely local restaurant with great cocktails and super helpful and charming staff.\nNot happy paying the crazy prices at the Intercontinental Hotel I took a short walk round the corner and found this gem.\nHighly recommend!', 'time': 1636481883}, {'author_name': 'Céline Dujardin (Clne)', 'author_url': 'https://www.google.com/maps/contrib/103305421946294402601/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucriglUds8s-8aQayaknnBBUbR1m2kmdYblRwxcdVg=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Lovely food everytime, fresh and Tasty!', 'time': 1656044599}, {'author_name': 'César Gómez Martín', 'author_url': 'https://www.google.com/maps/contrib/100927273570742062278/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoPItaA4k52AMB0PAdCJ9vOrZ6qfSIuQ3h9q9lhvw=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': '4 months ago', 'text': 'Very good experience and good for the price.', 'time': 1648395280}, {'author_name': 'Leila Zahid', 'author_url': 'https://www.google.com/maps/contrib/116987728773231109441/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpvbdgOrBmRjOF3nXtVX2RewN3LVGwR3404wq8X=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Very welcoming host and good food', 'time': 1658068743}, {'author_name': 'Lauren Clarke', 'author_url': 'https://www.google.com/maps/contrib/109211701198122817219/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmn8zKFftgH1h-RuUI23MQXI6Jpk4YFu-_AhK0Xr=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '9 months ago', 'text': 'Fantastic place for a drink after work! Brand new owners and the food is amazing', 'time': 1636659447}]","['restaurant', 'food', 'point_of_interest', 'establishment']",81.0,1.0
0,"Rte des Jeunes 5, 1227 Genève, Switzerland",+41 22 301 39 80,Resto 5& Food,ChIJQx_07S17jEcR_oBKDU3rxmU,4.3,"[{'author_name': 'Marco Mancastroppa', 'author_url': 'https://www.google.com/maps/contrib/107588158465609290930/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqOZBJwhlvrlHzgEDkqiekKQc3xWZ8wYHeEucIdvGo=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 4, 'relative_time_description': 'a year ago', 'text': 'Very good and very correct price. No menu, but a dish of the day and a few suggestions. Every Friday fishing nets.', 'time': 1600429724}, {'author_name': 'Thierry Fuchs', 'author_url': 'https://www.google.com/maps/contrib/104564861081232922617/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrUB8LDrLsXo7YnMoTGru_YqEL0X4BCl3S5DozG=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Small restaurant with a covered terrace. The food is very good and the food is very good. The reception is very pleasant.', 'time': 1564750995}, {'author_name': 'Pierre Bernasconi', 'author_url': 'https://www.google.com/maps/contrib/114242764652644295713/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvml6hySv5JEGpZduWbzxKTuOMRbCmyxJaVcM779e=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Good cuisine, a friendly owner who likes to please his customers and concocts dishes that are always well presented and tasty, with an exceptional quality / price ratio. And also appreciable, except in extremely rare cases, you eat there in 45-60 minutes.\nLong-time customer, I go there almost every day, I love and recommend this friendly little restaurant', 'time': 1533377616}, {'author_name': 'Patrick Macho', 'author_url': 'https://www.google.com/maps/contrib/117593853079035524228/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucovgZIOo8au2YPDjVIBuKhoqHhRAjBG1hSenUUjJg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 3, 'relative_time_description': '3 years ago', 'text': 'Total revision of my previous opinion. Since late 2018, the service has been revised to (very) high thanks to a waitress of quality, smiling and diligent. The kitchen sometimes hangs a little behind. However, the dishes are good, the original presentation. Too bad that sometimes the quantity brings closer the dishes of the day of the appetizer. They have no dessert, which is also a pity. The place is very clean and very easily accessible from the ground floor. Credit card and reservation accepted.', 'time': 1551862134}, {'author_name': 'james jami', 'author_url': 'https://www.google.com/maps/contrib/101989716041235229081/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp2hQATdiHvQwatoetsh_N-ndeW3oIqkaZedAx69g=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'Always fresh dishes of the day, small card in connection with the freshness, friendly and efficient staff. Lunch address very nice and cheap ...', 'time': 1552159602}]","['restaurant', 'food', 'point_of_interest', 'establishment']",23.0,
